,TERMINAL_ID,x_terminal_id,y_terminal_id
0,0,41.7022004702574,72.0324493442158
1,1,0.011437481734488664,30.233257263183976
2,2,14.675589081711305,9.233859476879779
3,3,18.62602113776709,34.556072704304775
4,4,39.67674742306699,53.88167340033569
5,5,41.91945144032948,68.52195003967594
6,6,20.445224973151742,87.81174363909454
7,7,2.7387593197926163,67.04675101784022
8,8,41.730480236712694,55.868982844575164
9,9,14.038693859523377,19.81014890848788
10,10,80.07445686755366,96.82615757193975
11,11,31.342417815924286,69.23226156693141
12,12,87.63891522960382,89.46066635038473
13,13,8.504421136977792,3.905478323288236
14,14,16.98304195645689,87.8142503429413
15,15,9.83468338330501,42.11076250050522
16,16,95.7889530150502,53.316528497301704
17,17,69.18771139504733,31.551563100606295
18,18,68.65009276815837,83.46256718973729
19,19,1.8288277344191806,75.01443149449675
20,20,98.88610889064947,74.81656543798394
21,21,28.044399206440517,78.92793284514885
22,22,10.322600657764202,44.78935261759052
23,23,90.85955030930955,29.36141483736795
24,24,28.777533858634875,13.002857211827767
25,25,1.9366957870297075,67.8835532939891
26,26,21.162811600005902,26.554665937222623
27,27,49.15731592803383,5.336254511708038
28,28,57.411760549201304,14.672857490581015
29,29,58.93055369032842,69.97583600209312
30,30,10.233442882782583,41.40559878195683
31,31,69.44001577277452,41.417926952690266
32,32,4.995345894608716,53.58964059155116
33,33,66.37946452197887,51.48891120583086
34,34,94.45947559908133,58.65550405019929
35,35,90.34019152878835,13.747470414623752
36,36,13.927634725075855,80.73912887095238
37,37,39.767683698553355,16.53541971169328
38,38,92.75085803960339,34.776585974550656
39,39,75.08121031361556,72.59979853504515
40,40,88.33060912058099,62.36722070556089
41,41,75.09424340273372,34.88983419778425
42,42,26.99278917650261,89.58862181960669
43,43,42.809118987129494,96.48400471483856
44,44,66.3441497818448,62.16957202091218
45,45,11.474597295337519,94.94892587070713
46,46,44.991213347994055,57.83896143871318
47,47,40.81368027612812,23.70269802430277
48,48,90.33795205622538,57.36794866722859
49,49,0.287032703115897,61.71449136207239
50,50,32.664490177209615,52.70581022576093
51,51,88.59420993107744,35.72697600024998
52,52,90.85351509197992,62.33601157918027
53,53,1.5821242846556283,92.94372337437613
54,54,69.0896917516924,99.73228504514805
55,55,17.234050834532855,13.713574962887776
56,56,93.25954630371636,69.68181614899002
57,57,6.600017272206249,75.54630526024664
58,58,75.38761884612464,92.30245355464834
59,59,71.15247586284717,12.42709619721647
60,60,1.9880133839795588,2.621098687771928
61,61,2.8306488020794607,24.62110676030459
62,62,86.0027948682888,53.883106434165285
63,63,55.28219786857659,84.20308923596058
64,64,12.417331511991115,27.91836790111395
65,65,58.575927145828786,96.95957483196746
66,66,56.10302192557099,1.8647289372943021
67,67,80.06326726806164,23.297427384102043
68,68,80.71051956187792,38.786064406417175
69,69,86.35418545594287,74.71216427371846
70,70,55.62402339904189,13.645522566068502
71,71,5.991768951221166,12.134345574073734
72,72,4.455187854476172,10.74941291060929
73,73,22.57093386078547,71.29889803826767
74,74,55.97169820541424,1.2555980159115854
75,75,7.197427968948677,96.7276330000272
76,76,56.81004619199421,20.329323466099048
77,77,25.232574457032342,74.3825854075093
78,78,19.542948110931878,58.135892727325775
79,79,97.00199890883124,84.68288014900352
80,80,23.984775914758615,49.376971426873
81,81,61.99557183813798,82.89808995501787
82,82,15.679139464608427,1.8576202177409518
83,83,7.002214371922233,48.63451109370318
84,84,60.63294616533304,56.88514370864814
85,85,31.736240932216077,98.8616154412449
86,86,57.97452192457969,38.01411726235504
87,87,55.09482191178968,74.53344309065021
88,88,66.92328934531847,26.491955766280938
89,89,6.633483442844157,37.00841979141063
90,90,62.97175070215645,21.01740099148396
91,91,75.27555537388139,6.653648135411494
92,92,26.031509857854097,80.47545637433454
93,93,19.343428262332772,63.94608808799401
94,94,52.46703091237337,92.48079703993507
95,95,26.329677048711098,6.596109068402378
96,96,73.50659632886695,77.21780295432468
97,97,90.7815852503524,93.19720691968372
98,98,1.3951572975597015,23.43620861214205
99,99,61.67783570016576,94.90163206876164
100,100,95.01761192470796,55.66531881951564
101,101,91.56063497662745,64.15662089463375
102,102,39.00077141412462,48.59906670969097
103,103,60.43104829199733,54.95479215085626
104,104,92.61814267064537,91.8733435633606
105,105,39.48756129235549,96.32625284407118
106,106,17.395566668046435,12.632951943963732
107,107,13.507915804673132,50.56621656768967
108,108,2.152480527419798,94.7970211217681
109,109,82.71154711707325,1.5018980742122379
110,110,17.619625557505525,33.206357436683696
111,111,13.099684481091689,80.9490692126582
112,112,34.47366526832935,94.01074823333671
113,113,58.201417994708,87.8831984411844
114,114,84.47344453922219,90.53923187086492
115,115,45.9880265816807,54.634681602037325
116,116,79.86035911520393,28.571885173414756
117,117,49.02535226199277,59.911030764587835
118,118,1.5533275550835723,59.34814081966372
119,119,43.36763489894583,80.73605288848414
120,120,31.524480309537296,89.28887085251513
121,121,57.78572152845355,18.401020162746505
122,122,78.79292338255043,61.203117704493394
123,123,5.390927207375295,42.019368000113225
124,124,67.90688365654296,91.86017779775258
125,125,0.04020248913574331,97.67591490310596
126,126,37.65803147457745,97.37835383583226
127,127,60.4716100974053,82.8845807980693
128,128,57.47115047081023,62.80761983073504
129,129,28.557628169569394,58.68333406560829
130,130,75.002176370266,85.83138364290423
131,131,75.50821884676802,69.80572484473029
132,132,86.44794300545998,32.26809968367464
133,133,67.07887907875872,45.08739364133491
134,134,38.210275203151724,41.08113499221856
135,135,40.14795834695406,31.73839459582769
136,136,62.19193679203015,43.02472708212643
137,137,97.38020779272523,67.78008914343111
138,138,19.856988842711086,42.67010093480328
139,139,34.334623977442305,79.76388039585666
140,140,87.99982885634317,90.38419558263719
141,141,66.27198123752622,27.02082620297578
142,142,25.236670150458973,85.48979426974024
143,143,52.77146463087467,80.2161084004598
144,144,57.24885171916063,73.31425252875111
145,145,51.90116274640558,77.0883910501888
146,146,56.885799070471556,46.570987859198084
147,147,34.268890795328176,6.820934841670412
148,148,37.79241793280998,7.962607769825237
149,149,98.2817113730445,18.161285133076376
150,150,81.18586977205398,87.49616449558981
151,151,68.84132523859434,56.94944127453757
152,152,16.097143681560876,46.68800227633063
153,153,34.5172051155215,22.50399578140846
154,154,59.25118687657967,31.226983770191698
155,155,91.63055534683508,90.96355249515571
156,156,25.71182937821962,11.08913007440292
157,157,19.296273201911283,49.958417067888604
158,158,72.85856679745962,20.81944384087915
159,159,24.803355837723075,85.1671874936367
160,160,41.58487182675273,61.66850671552362
161,161,23.366613923925005,10.196725942579743
162,162,51.58570169685298,47.714098704978234
163,163,15.267164409316326,62.18062317404155
164,164,54.40101188139381,65.41373469707443
